posición,area,á.liq.,grupo_de_personal,codigo_postal,motivo_de_la_renuncia,banda,baja,reglapht,alta,años,meses,antigüedad,clave_de_sexo,lugar_de_nacimiento,nacionalidad,edad_del_empleado,estado_civil,hijos
POS1230,VS4,S5,Direct,23575,Vol-Otro empleo,DNO,2022-08-30,JT012324,2020-10-09,2,23.96666667,719,femenino,QUERETARO,Mexican,22,solter,0
POS1230,VS7,S5,Direct,32250,Vol-Otro empleo,DNO,2022-02-08,JF050600,2016-01-27,6,79.3,2379,masculino,JUAREZ,Mexican,26,solter,0
POS2456,MFS,S5,Direct,32606,Vol-Otro empleo,DNO,2022-08-23,JF010600,2019-06-20,3,38.66666667,1160,femenino,JUAREZ,Mexican,26,solter,1
POS1921,MFS,S5,Direct,32543,Vol-No regreso / no dio razón,DO,2022-08-18,JF010600,2020-12-03,2,29.63333333,889,femenino,CHIHUAHUA,Mexican,29,solter,0
POS1323,VS5,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-08-19,JF010600,2020-11-26,2,21.03333333,631,femenino,JUAREZ,Mexican,23,solter,0
POS1323,VS7,S5,Direct,32575,Vol-Estudios,DO,2022-08-16,JT012324,2020-11-26,2,20.93333333,628,masculino,JUAREZ,Mexican,19,solter,0
POS1921,MFS,S5,Direct,32575,Vol-Otro empleo,DO,2022-08-16,JF010600,2020-08-12,2,20.53333333,616,masculino,VERACRUZ,Mexican,26,casad.,2
POS1559,MFS,S5,Direct,32594,Vol-Otro empleo,DNO,2022-08-23,JF010600,2013-07-15,9,110.8666667,3326,femenino,CORDOVA VER,Mexican,29,casad.,0
POS2338,CTG,S6,Exempt,32150,Vol-Otro empleo,E3,2022-08-15,ADMINIST,2021-08-19,1,12.03333333,361,masculino,JUAREZ,Mexican,29,solter,0
POS1376,MFS,S5,Direct,32599,Vol-No regreso / no dio razón,DNO,2022-01-08,JS011500,2014-08-27,8,96.53333333,2896,masculino,OAXACA,Mexican,37,U.Libr,3
POS1323,VS9-ABS,S5,Direct,32590,Vol-Prob personales y/o fam.,DO,2022-08-16,JT012324,2013-09-10,9,107.7666667,3233,femenino,JUAREZ,Mexican,30,U.Libr,1
POS1921,MFS,S5,Direct,32599,Vol-Cambio de domicilio,DO,2022-08-16,JS011500,2013-10-30,9,107.0666667,3212,masculino,COAHUILA,Mexican,33,casad.,3
POS706,LOG,S6,Exempt,32667,Vol-Otro empleo,E3,2022-08-16,ADMINIST,2014-07-05,8,100.7666667,3023,masculino,JUAREZ,Mexican,30,casad.,0
POS2803,VS1,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DNO,2022-08-15,JT012324,2016-10-19,6,70.86666667,2126,masculino,SOTEAPAN,Mexican,24,solter,0
POS1323,VS5,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2022-08-24,JT012324,2018-02-15,4,55.03333333,1651,femenino,OAXACA DE JUAREZ,Mexican,43,solter,2
POS1230,VS4,S5,Direct,32695,Vol-Otro empleo,DNO,2022-02-08,JS011500,2005-05-25,17,209.2666667,6278,masculino,VERACRUZ,Mexican,43,casad.,2
POS1323,VS5,S5,Direct,32575,Vol-Razones médicas,DO,2022-08-23,JT012324,2020-11-26,2,21.16666667,635,masculino,JUAREZ,Mexican,20,solter,0
POS1323,VS9-ABS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2022-08-23,JF010600,2020-10-12,2,20.7,621,femenino,JUAREZ,Mexican,48,U.Libr,3
POS454,TEF,S5,Direct,32576,Vol-Transferencia entre planta,DNO,2022-08-26,JF010600,2021-10-14,1,10.53333333,316,masculino,JUAREZ,Mexican,23,solter,0
POS2939,VS7,S5,Direct,32573,Vol-No regreso / no dio razón,DO,2022-08-22,JF010600,2022-07-28,0,0.8333333333,25,femenino,CHIHUAHUA,Mexican,20,solter,0
POS2939,VS9-ABS,S5,Direct,32695,Vol-No regreso / no dio razón,DO,2022-08-25,JF010600,2022-04-08,0,0.7,21,masculino,MORELOS,Mexican,24,casad.,1
POS2939,VS9-ABS,S5,Direct,32600,Vol-No regreso / no dio razón,DO,2022-08-25,JF010600,2022-04-08,0,0.7,21,masculino,JUAREZ,Mexican,19,solter,0
POS2939,VS9-ABS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-08-22,JS011500,2022-04-08,0,0.6,18,femenino,IXHUATAN,Mexican,41,solter,2
POS1376,VS5,S5,Direct,32575,Imp.Tra-LFT y/o Reglamento Int.,DNO,2022-08-22,JS011500,2009-11-08,13,158.6333333,4759,masculino,TORREON,Mexican,42,U.Libr,1
POS1921,MFS,S5,Direct,32599,Imp.Tra-Ausentismos continuos,DO,2022-08-23,JS011500,2012-11-09,10,121.1,3633,femenino,TORREON,Mexican,41,divorc,3
POS2698,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,DNO,2022-08-23,JS011500,2013-05-15,9,112.9,3387,femenino,CHIAPAS,Mexican,37,casad.,4
POS1323,VS7,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2022-08-23,JS011500,2013-05-22,9,112.6666667,3380,femenino,ETMAPACHE,Mexican,28,solter,1
POS347,LOG,S5,Direct,32575,Vol-Otro empleo,DNO,2022-08-30,JS011500,2013-08-28,9,109.6333333,3289,masculino,JIMENEZ,Mexican,39,casad.,0
POS347,LOG,S5,Direct,32695,Vol-Otro empleo,DNO,2022-08-16,JF010600,2021-06-05,1,15.56666667,467,masculino,COAHUILA,Mexican,32,casad.,2
POS1921,MFS,S5,Direct,32587,Imp.Tra-LFT y/o Reglamento Int.,DO,2022-08-26,JF010600,2014-02-19,8,103.6666667,3110,femenino,JUAREZ,Mexican,56,solter,2
POS750,TEF,S5,Direct,32695,Vol-Otro empleo,DNO,2022-02-08,ADMINIST,2017-09-28,5,58.96666667,1769,masculino,CUAUHTEMOC,Mexican,28,solter,0
POS2939,VS9-ABS,S5,Direct,32450,Vol-No regreso / no dio razón,DO,2022-08-31,JF010600,2022-04-08,0,0.9,27,masculino,CHIHUAHUA,Mexican,24,U.Libr,1
POS2939,VS9-ABS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-08-30,JS011500,2022-11-08,0,0.6333333333,19,masculino,VERACRUZ,Mexican,34,U.Libr,3
POS2939,VS9-ABS,S5,Direct,32590,Vol-Transferencia entre planta,DO,2022-08-30,JS011500,2022-11-08,0,0.6333333333,19,masculino,CHIHUAHUA,Mexican,28,solter,0
POS1323,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-08-30,JS011500,2017-12-21,5,57.1,1713,femenino,IXHUATAN,Mexican,31,U.Libr,1
POS101,MFS,S6,Exempt,32699,Vol-Otro empleo,E3,2022-02-09,ADMINIST,2005-02-14,17,213.6333333,6409,masculino,ZACATECAS,Mexican,44,casad.,3
POS1230,MFS,S5,Direct,32675,Imp.Tra-Jubilación,DNO,2022-02-09,JF010600,2006-01-18,16,202.3666667,6071,masculino,CHIHUAHUA,Mexican,62,casad.,4
POS1323,VS7,S5,Direct,32584,Vol-Insatisfacción personal,DO,2022-08-30,JF010600,2006-11-10,16,193.4,5802,femenino,JUAREZ,Mexican,38,solter,3
POS1230,VS4,S5,Direct,32599,Vol-Otro empleo,DNO,2022-08-16,JF010600,2010-10-20,12,143.9333333,4318,masculino,JUAREZ,Mexican,30,U.Libr,0
POS1667,VS7,S6,Managers,32472,Imp.Pat-Terminación del Contrato,SL1,2022-02-09,ADMINIST,2015-02-12,7,82.2,2466,masculino,CIUDAD DE MEXICO,Mexican,50,casad.,2
POS1323,VS1,S5,Direct,32590,Vol-Cambio de domicilio,DO,2022-08-30,JS011500,2016-05-10,6,71.83333333,2155,masculino,IXHUATAN,Mexican,35,casad.,2
POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2022-06-09,JT031800,2019-10-24,3,34.93333333,1048,femenino,SONORA,Mexican,32,U.Libr,2
POS538,VS1,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-06-09,JF060600,2020-01-30,2,31.66666667,950,femenino,JUAREZ,Mexican,25,U.Libr,2
POS1323,VS7,S5,Direct,32575,Vol-Estudios,DO,2022-06-09,JS011500,2020-05-03,2,30.5,915,masculino,JUAREZ,Mexican,21,solter,0
POS2338,CTG,S6,Exempt,32538,Vol-Otro empleo,E3,2022-05-09,ADMINIST,2020-02-07,2,26.5,795,femenino,JUAREZ,Mexican,25,solter,0
POS1380,MFS,S5,Direct,32575,Vol-Otro empleo,DO,2022-06-09,JF060600,2020-12-22,2,20.76666667,623,masculino,JUAREZ,Mexican,36,U.Libr,1
POS1921,MFS,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2022-06-09,JF010600,2021-05-01,1,20.3,609,femenino,JUAREZ,Mexican,19,solter,0
POS1380,MFS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-06-09,JT031800,2021-01-14,1,20,600,femenino,OAXACA,Mexican,45,U.Libr,2
POS2939,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-06-09,JS011500,2022-11-08,0,0.8666666667,26,femenino,CORDOVA,Mexican,25,casad.,0
POS1323,VS5,S5,Direct,32599,Vol-Razones médicas,DO,2022-06-09,JF010600,2016-11-30,6,70.2,2106,femenino,JUAREZ,Mexican,46,U.Libr,3
POS1559,MFS,S5,Direct,32600,Vol-Otro empleo,DNO,2022-06-09,JT021800,2017-06-29,5,63.16666667,1895,masculino,JUAREZ,Mexican,23,solter,0
POS1230,VS4,S5,Direct,32599,Vol-Transferencia entre planta,DNO,2022-09-09,JT012324,2008-05-02,14,177.6666667,5330,masculino,JUAREZ,Mexican,39,casad.,1
POS1559,MFS,S5,Direct,32590,Vol-Otro empleo,DNO,2022-06-09,JF010600,2009-08-14,13,159.0333333,4771,masculino,JUAREZ,Mexican,35,casad.,3
POS1323,VS7,S5,Direct,32599,Imp.Tra-Ausentismos continuos,DO,2022-08-09,JF010600,2009-11-11,13,156.1333333,4684,femenino,ACAPULCO,Mexican,49,divorc,3
POS723,LOG,S6,Exempt,32500,Vol-Transferencia entre planta,E4,2022-05-09,ADMINIST,2012-03-28,10,127.1,3813,masculino,JUAREZ,Mexican,32,solter,1
POS1230,VS4,S5,Direct,32575,Vol-Transferencia entre planta,DNO,2022-09-09,JT012324,2013-06-03,9,115.8,3474,masculino,COAHUILA,Mexican,39,casad.,3
POS347,LOG,S5,Direct,32599,Imp.Tra-LFT y/o Reglamento Int.,DNO,2022-08-09,JS011500,2014-09-24,8,96.86666667,2906,masculino,CIUDAD DE MEXICO,Mexican,38,U.Libr,2
POS1921,MFS,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2022-06-09,JF010600,2015-01-14,7,93.06666667,2792,femenino,JUAREZ,Mexican,30,solter,0
POS2003,VS5,S5,Direct,32599,Vol-Otro empleo,DO,2022-06-09,JF050600,2016-10-26,6,71.36666667,2141,femenino,JUAREZ,Mexican,32,solter,2
POS1921,MFS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-09-16,JT012324,2020-09-01,2,32.7,981,femenino,JUAREZ,Mexican,25,solter,0
POS1111,VS7,S5,Direct,32230,Vol-Otro empleo,DNO,2022-09-13,JF010600,2020-01-13,2,32.46666667,974,femenino,JUAREZ,Mexican,31,solter,0
POS1230,VS4,S5,Direct,32599,Vol-Otro empleo,DNO,2022-09-13,JS011500,2020-11-19,2,22.1,663,masculino,CHIHUAHUA,Mexican,25,solter,0
POS538,VS9-ABS,S5,Direct,32599,Vol-Insatisfacción personal,DO,2022-09-13,JT031800,2022-08-25,0,0.6333333333,19,femenino,CHIHUAHUA,Mexican,29,casad.,4
POS538,VS9-ABS,S5,Direct,32590,Vol-Insatisfacción personal,DO,2022-09-13,JT031800,2022-08-25,0,0.6333333333,19,femenino,JUAREZ,Mexican,26,casad.,2
POS1323,VS1,S5,Direct,32500,Vol-Prob personales y/o fam.,DO,2022-09-13,JF010600,2017-09-28,5,60.36666667,1811,femenino,JUAREZ,Mexican,25,casad.,1
POS1230,VS5,S5,Direct,32598,Vol-Insatisfacción personal,DNO,2022-09-13,JF010600,2008-06-30,14,172.9333333,5188,masculino,COAHUILA,Mexican,35,solter,0
POS1323,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2022-09-13,JT012324,2014-08-10,8,96.56666667,2897,femenino,JUAREZ,Mexican,39,solter,3
POS2858,QMM,S6,Exempt,32652,Vol-Otro empleo,E4,2022-09-14,ADMINIST,2021-09-12,1,9.3,279,femenino,JUAREZ,Mexican,30,casad.,1
POS1230,VS7,S5,Direct,32573,Vol-Otro empleo,DNO,2022-09-13,JS011500,2015-09-09,7,85.36666667,2561,masculino,JUAREZ,Mexican,26,solter,0
POS251,HSE,S6,Exempt,32050,Vol-Otro empleo,E3,2022-09-20,ADMINIST,2015-06-04,7,90.8,2724,femenino,TAMPICO,Mexican,41,casad.,2
POS1230,VS7,S5,Direct,32590,Vol-Transferencia entre planta,DNO,2022-09-23,JF050600,2018-09-08,4,50.2,1506,masculino,JUAREZ,Mexican,24,solter,1
POS2988,TEF,S5,Direct,32647,Vol-Transferencia entre planta,DNO,2022-09-23,JF010600,2018-08-30,4,49.5,1485,masculino,JUAREZ,Mexican,25,solter,0
POS1323,VS9-ABS,S5,Direct,32598,Vol-Transferencia entre planta,DO,2022-09-23,JT012324,2019-07-25,3,38.53333333,1156,femenino,DURANGO,Mexican,45,U.Libr,1
POS750,TEF,S5,Direct,32550,Vol-Transferencia entre planta,DNO,2022-09-23,ADMINIST,2021-11-02,1,19.63333333,589,femenino,JUAREZ,Mexican,23,solter,0
POS2062,VS4,S6,Exempt,32350,Vol-Otro empleo,E3,2022-09-22,ADMINIST,2017-08-24,5,61.83333333,1855,masculino,DELICIAS,Mexican,34,solter,0
POS1559,MFS,S5,Direct,32720,Vol-Transferencia entre planta,DNO,2022-09-23,JF010600,2014-03-09,8,98.06666667,2942,masculino,JUAREZ,Mexican,27,solter,0
POS347,LOG,S5,Direct,32590,Vol-No regreso / no dio razón,DNO,2022-09-19,JT012324,2018-12-04,4,54.03333333,1621,masculino,CHIHUAHUA,Mexican,27,U.Libr,2
POS538,VS5,S5,Direct,32575,Vol-Otro empleo,DO,2022-09-20,JF060600,2019-10-17,3,35.63333333,1069,femenino,JUAREZ,Mexican,24,solter,0
POS1559,MFS,S5,Direct,32575,Vol-Otro empleo,DNO,2022-09-20,JS011500,2020-02-13,2,31.66666667,950,masculino,JUAREZ,Mexican,25,U.Libr,0
POS1323,VS9-ABS,S5,Direct,32500,Imp.Tra-Ausentismos continuos,DO,2022-09-20,JS011500,2020-12-29,2,21,630,femenino,DURANGO,Mexican,44,solter,3
POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2022-09-20,JS011500,2021-04-02,1,19.76666667,593,femenino,IXHUATLAN DEL SURESTE,Mexican,21,solter,0
POS750,TEF,S5,Direct,32696,Vol-Estudios,DNO,2022-09-20,ADMINIST,2022-01-09,0,0.6333333333,19,femenino,JUAREZ,Mexican,21,casad.,1
POS1323,VS5,S5,Direct,32590,Vol-Otro empleo,DO,2022-09-20,JT012324,2016-12-14,6,70.2,2106,masculino,PUEBLA,Mexican,35,U.Libr,1
POS2803,VS7,S5,Direct,32280,Vol-Cambio de domicilio,DNO,2022-09-21,JT012324,2012-08-15,10,122.9666667,3689,masculino,JUAREZ,Mexican,50,casad.,2
POS2803,VS1,S5,Direct,32170,Vol-Otro empleo,DNO,2022-09-20,JF010600,2012-12-09,10,122,3660,masculino,CIUDAD DE MEXICO,Mexican,33,solter,0
POS1323,VS9-ABS,S5,Direct,32599,Vol-Insatisfacción personal,DO,2022-09-20,JS011500,2014-05-21,8,101.4666667,3044,femenino,VERACRUZ,Mexican,44,casad.,2
POS1559,MFS,S5,Direct,32599,Vol-Otro empleo,DNO,2022-09-20,JF010600,2015-12-16,7,82.33333333,2470,masculino,VICENTE GUERRERO,Mexican,25,solter,0
POS1921,MFS,S5,Direct,32594,Imp.Tra-Ausentismos continuos,DO,2022-09-20,JS011500,2016-06-01,6,81.63333333,2449,masculino,JALTIPAN,Mexican,25,solter,0
POS1323,VS1,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2022-09-27,JS011500,2019-10-24,3,35.63333333,1069,femenino,JUAREZ,Mexican,21,solter,0
POS1323,VS1,S5,Direct,32540,Vol-Transferencia entre planta,DO,2022-09-30,JF010600,2020-12-15,2,21.8,654,femenino,JUAREZ,Mexican,20,solter,0
POS1323,VS4,S5,Direct,32599,Vol-Estudios,DO,2022-09-27,JS011500,2021-01-26,1,20.3,609,femenino,JUAREZ,Mexican,21,solter,0
POS1921,MFS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-09-27,JF010600,2021-01-28,1,20.23333333,607,femenino,CIUDAD DE MEXICO,Mexican,35,casad.,1
POS2939,VS7,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-09-30,JF010600,2022-07-21,0,2.366666667,71,femenino,JUAREZ,Mexican,22,U.Libr,0
POS1661,MFS,S5,Direct,32590,Vol-Otro empleo,DO,2022-09-27,JS011500,2022-07-28,0,2.033333333,61,masculino,TIERRA BLANCA,Mexican,29,solter,0
POS2939,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2022-09-28,JT012324,2022-01-09,0,0.9,27,masculino,VERACRUZ,Mexican,37,U.Libr,1
POS2939,VS9-ABS,S5,Direct,32583,Vol-No regreso / no dio razón,DO,2022-09-28,JT012324,2022-08-09,0,0.6666666667,20,masculino,JUAREZ,Mexican,47,casad.,2
POS347,LOG,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DNO,2022-09-27,JS011500,2022-08-09,0,0.6333333333,19,masculino,BALLEZA,Mexican,39,U.Libr,2
POS1380,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2022-09-27,JT031800,2022-09-14,0,0.4333333333,13,femenino,PUNTA DE AGUA,Mexican,44,U.Libr,0
POS1380,MFS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2022-09-27,JT031800,2022-09-14,0,0.4333333333,13,masculino,MICHOACAN,Mexican,47,solter,2
POS1921,MFS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-09-27,JS011500,2017-01-18,5,69.26666667,2078,femenino,JUAREZ,Mexican,26,solter,0
POS1323,VS1,S5,Direct,32674,Vol-Cambio de domicilio,DO,2022-09-27,JT012324,2017-08-24,5,62,1860,femenino,FRANCISCO I MADERO,Mexican,36,U.Libr,3
POS1323,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2022-09-27,JF010600,2017-07-09,5,61.53333333,1846,femenino,CIUDAD DE MEXICO,Mexican,27,casad.,0
POS2003,VS7,S5,Direct,32590,Vol-Otro empleo,DO,2022-09-27,JF010600,2016-01-13,6,81.63333333,2449,masculino,JUAREZ,Mexican,30,solter,0
POS750,TEF,S5,Direct,32546,Vol-Otro empleo,DNO,2022-09-27,ADMINIST,2016-10-08,6,74.63333333,2239,femenino,EL FUERTE,Mexican,34,casad.,0
POS1380,MFS,S5,Direct,32587,Vol-Otro empleo,DO,2022-04-10,JT031800,2017-12-28,5,58.03333333,1741,femenino,CHIHUAHUA,Mexican,23,solter,0
POS1230,VS7,S5,Direct,32695,Vol-Transferencia entre planta,DNO,2022-07-10,JF010600,2016-11-30,6,71.23333333,2137,masculino,JUAREZ,Mexican,34,casad.,2
POS2915,TEF,S5,Direct,32230,Vol-Razones médicas,DNO,2022-04-10,JT012324,1995-09-25,27,329.0333333,9871,masculino,JUAREZ,Mexican,47,U.Libr,2
POS538,VS1,S5,Direct,32594,Imp.Tra-Ausentismos continuos,DO,2022-04-10,JF060600,2017-07-20,5,63.4,1902,femenino,JUAREZ,Mexican,23,solter,0
POS1520,TEF,S6,Exempt,32598,Vol-Otro empleo,E3,2022-06-10,ADMINIST,2013-07-15,9,112.3333333,3370,femenino,JUAREZ,Mexican,33,solter,0
POS2821,VS4,S6,Exempt,32422,Imp.Pat-Pensionado IMSS,E4,2022-07-10,ADMINIST,2013-08-19,9,111.2,3336,masculino,RAMOS ARIZPE,Mexican,53,casad.,3
POS2003,VS7,S5,Direct,32550,Vol-Otro empleo,DO,2022-04-10,JF010600,2013-11-11,9,108.3,3249,masculino,JUAREZ,Mexican,28,solter,0
POS347,LOG,S5,Direct,32599,Vol-Otro empleo,DNO,2022-04-10,JS011500,2014-12-11,8,96.1,2883,masculino,PUEBLA,Mexican,26,U.Libr,0
POS1323,VS9-ABS,S5,Direct,32594,Vol-Insatisfacción personal,DO,2022-04-10,JT012324,2016-01-27,6,81.4,2442,masculino,JUAREZ,Mexican,30,solter,0
POS907,VS5,S6,Exempt,32403,Vol-Transferencia entre planta,E4,2022-07-10,ADMINIST,2016-04-20,6,78.7,2361,femenino,JUAREZ,Mexican,28,solter,0
POS347,LOG,S5,Direct,32584,Vol-Insatisfacción personal,DNO,2022-11-10,JT021800,2018-02-15,4,56.63333333,1699,masculino,JUAREZ,Mexican,33,casad.,2
POS1921,MFS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-11-10,JS011500,2020-01-16,2,33.3,999,femenino,DURANGO,Mexican,36,casad.,2
POS1323,VS7,S5,Direct,32600,Vol-Transferencia entre planta,DO,2022-10-14,JT012324,2020-02-13,2,32.46666667,974,masculino,JUAREZ,Mexican,22,solter,0
POS1380,MFS,S5,Direct,32599,Imp.Tra-Ausentismos continuos,DO,2022-11-10,JF060600,2020-08-12,2,22.4,672,femenino,JUAREZ,Mexican,22,solter,0
POS1230,VS4,S5,Direct,32576,Vol-Otro empleo,DNO,2022-11-10,JF010600,2020-12-15,2,22.16666667,665,masculino,OAXACA,Mexican,24,solter,0
POS1323,VS1,S5,Direct,32599,Vol-Razones médicas,DO,2022-11-10,JT012324,2020-12-29,2,21.7,651,femenino,JUAREZ,Mexican,27,solter,0
POS1921,MFS,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2022-11-10,JS011500,2021-01-21,1,20.93333333,628,masculino,TUXTEPEC,Mexican,31,solter,0
POS514,LOG,S6,Exempt,32350,Vol-Transferencia entre planta,E3,2022-12-10,ADMINIST,2022-04-08,0,2.3,69,femenino,JUAREZ,Mexican,28,solter,0
POS2939,VS9-ABS,S5,Direct,32590,Vol-No regreso / no dio razón,DO,2022-12-10,JT012324,2022-09-22,0,0.6666666667,20,femenino,DURANGO,Mexican,29,solter,2
POS347,LOG,S5,Direct,32599,Vol-Prob personales y/o fam.,DNO,2022-11-10,JF010600,2017-12-04,5,66.93333333,2008,femenino,JUAREZ,Mexican,26,solter,1
POS1559,MFS,S5,Direct,32600,Vol-Transferencia entre planta,DNO,2022-10-21,JT012324,2019-02-21,3,44.6,1338,masculino,TORREON,Mexican,47,U.Libr,1
POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2022-10-19,JF010600,2020-12-17,2,22.36666667,671,femenino,DURANGO,Mexican,29,solter,0
POS1323,VS4,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-10-21,JF010600,2021-01-26,1,21.1,633,femenino,VERACRUZ,Mexican,36,U.Libr,3
POS581,LOG,S6,Exempt,32540,Imp.Tra-Bajo desempeño,E3,2022-10-21,JF010600,2021-07-22,1,15.2,456,masculino,CHIHUAHUA,Mexican,46,casad.,2
POS538,VS7,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2022-10-19,JT031800,2022-11-08,0,2.3,69,femenino,JUAREZ,Mexican,30,U.Libr,2
POS2939,VS7,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-10-19,JS011500,2022-08-18,0,2.066666667,62,masculino,DURANGO,Mexican,30,U.Libr,3
POS538,VS9-ABS,S5,Direct,32690,Vol-No regreso / no dio razón,DO,2022-10-19,JT031800,2022-08-25,0,1.833333333,55,femenino,JUAREZ,Mexican,27,casad.,3
POS538,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2022-10-19,JT031800,2022-08-25,0,1.833333333,55,femenino,CHIHUAHUA,Mexican,33,divorc,2
POS1380,MFS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2022-10-19,JT031800,2022-08-09,0,1.366666667,41,masculino,POZA RICA DE HIDALGO,Mexican,41,casad.,3
POS538,VS9-ABS,S5,Direct,32576,Vol-No regreso / no dio razón,DO,2022-10-17,JF060600,2022-08-09,0,1.3,39,femenino,SAN JUAN BAUTISTA TUXTEPE,Mexican,34,casad.,4
POS1380,MFS,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2022-10-19,JT031800,2022-09-14,0,1.166666667,35,masculino,TORREON,Mexican,30,U.Libr,2
POS538,VS9-ABS,S5,Direct,32575,Vol-Razones médicas,DO,2022-10-19,JT031800,2022-09-14,0,1.166666667,35,femenino,VIESCA,Mexican,42,divorc,2
POS1380,MFS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2022-10-19,JT031800,2022-09-14,0,1.166666667,35,femenino,SANTA MARIA DE OTAEZ,Mexican,22,U.Libr,1
POS538,VS1-HOUS,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2022-10-19,JT031800,2022-09-22,0,0.9,27,femenino,NAZAS,Mexican,37,U.Libr,2
POS2939,VS9-ABS,S5,Direct,32695,Vol-No regreso / no dio razón,DO,2022-10-20,JF010600,2022-03-10,0,0.5666666667,17,femenino,GUADALAJARA,Mexican,48,casad.,0
POS2939,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2022-10-17,JS011500,2022-03-10,0,0.4666666667,14,femenino,JUAREZ,Mexican,25,casad.,0
POS2456,MFS,S5,Direct,32599,Imp.Tra-LFT y/o Reglamento Int.,DNO,2022-10-20,JF010600,2017-03-08,5,63.46666667,1904,femenino,JUAREZ,Mexican,23,solter,0
POS538,VS7,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2022-10-19,JT031800,2017-03-08,5,63.43333333,1903,femenino,CORDOBA,Mexican,28,U.Libr,2
POS1667,VS9-ABS,S6,Managers,32448,Vol-Transferencia entre planta,SL1,2022-10-21,ADMINIST,2014-10-27,8,97.2,2916,masculino,PEÑON BLANCO,Mexican,54,casad.,1
POS1745,MFS,S5,Direct,32599,Vol-Transferencia entre planta,DNO,2022-10-21,ADMINIST,2015-01-14,7,94.56666667,2837,masculino,PARRAL,Mexican,31,casad.,0
POS2622,VS7,S6,Exempt,32696,Vol-Cambio de domicilio,E4,2022-10-21,ADMINIST,2016-04-20,6,79.16666667,2375,femenino,JUAREZ,Mexican,29,casad.,0
POS538,VS9-ABS,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2022-10-19,JT031800,2016-12-10,6,73.26666667,2198,femenino,JUAREZ,Mexican,32,solter,1
POS343,VS4,S6,Exempt,32573,Vol-Otro empleo,E3,2022-10-28,ADMINIST,2015-10-28,7,85.23333333,2557,femenino,JUAREZ,Mexican,30,casad.,1
POS1323,VS5,S5,Direct,32600,Vol-Insatisfacción personal,DO,2022-10-25,JF010600,2021-01-19,1,21.46666667,644,masculino,JUAREZ,Mexican,25,solter,0
POS538,VS1-HOUS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2022-10-24,JF060600,2022-09-14,0,1.333333333,40,masculino,JUAREZ,Mexican,19,solter,1
POS2939,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2022-10-24,JS011500,2022-09-14,0,1.333333333,40,femenino,CHIHUAHUA,Mexican,31,casad.,3
POS2939,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2022-10-24,JF010600,2022-09-22,0,1.066666667,32,masculino,EJISO NUEVO BENAVIDES,Mexican,38,casad.,4
POS2939,VS9-ABS,S5,Direct,32574,Vol-No regreso / no dio razón,DO,2022-10-27,JT012324,2022-09-29,0,0.9333333333,28,femenino,JUAREZ,Mexican,26,solter,1
