,posicion,area,a.liq.,grupo_de_personal,codigo_postal,motivo_de_la_renuncia,banda,baja,reglapht,alta,anos,meses,antiguedad,clave_de_sexo,lugar_de_nacimiento,edad_del_empleado,estado_civil,hijos,cluster
1047,POS1230,VS9-ABS,S5,Direct,32300,vol-prob personales y/o fam,DNO,2022-08-23,ADMINIST,2013-10-23,9,107.5333333,3226,masculino,TORREON,63,casad,3,2
1048,POS1323,VS4,S5,Direct,32599,vol-razones medicas,DO,2022-02-08,JF010600,2019-04-07,3,37.5,1125,masculino,JUAREZ,29,u.libr,1,0
1049,POS1323,VS4,S5,Direct,32575,vol-otro empleo,DO,2022-02-08,JF010600,2020-10-29,2,21.4,642,femenino,SAN PEDRO,24,solter,0,1
1050,POS1230,VS5,S5,Direct,32670,vol-estudios,DNO,2022-09-08,ADMINIST,2018-08-30,4,48.0,1440,masculino,JUAREZ,25,solter,0,2
1051,POS347,LOG,S5,Direct,32577,vol-estudios,DNO,2022-09-08,JT012324,2017-09-21,5,59.43333333,1783,masculino,GUANAJUATIO,26,solter,0,2
1052,POS1323,VS4,S5,Direct,32574,vol-otro empleo,DO,2022-02-08,JF010600,2013-06-19,9,111.0333333,3331,femenino,SAN ANDRES TUXTLA,52,solter,0,1
1053,POS2553,QMM,S5,Direct,32590,vol-otro empleo,DNO,2022-09-08,JT012324,2007-07-16,15,183.4333333,5503,femenino,JUAREZ,33,u.libr,3,2
1054,POS1323,VS7,S5,Direct,32599,vol-transferencia entre planta,DO,2022-02-08,JS011500,2016-09-03,6,77.9,2337,femenino,JUAN ALDAMA,40,u.libr,4,1
1055,POS538,VS7,S5,Direct,32599,vol-cambio de domicilio,DO,2022-02-08,JT031800,2016-10-26,6,70.2,2106,femenino,OAXACA,38,solter,5,1
1056,POS1661,MFS,S5,Direct,32575,vol-transferencia entre planta,DO,2022-03-08,JS011500,2022-07-21,0,0.4333333333,13,masculino,COAHUILA,50,u.libr,2,0
1057,POS2718,VS7,S5,Direct,32472,vol-transferencia entre planta,DNO,2022-05-08,ADMINIST,2018-03-05,4,51.83333333,1555,masculino,CHIHUAHUA,26,solter,0,2
1058,POS2756,TEF,S5,Direct,32605,vol-transferencia entre planta,DNO,2022-05-08,JF010600,2020-05-11,2,21.26666667,638,masculino,JUAREZ,25,solter,0,2
1059,POS1921,MFS,S5,Direct,32580,vol-transferencia entre planta,DO,2022-05-08,JS011500,2020-12-15,2,19.93333333,598,femenino,JUAREZ,20,solter,0,1
1060,POS2062,VS5,S6,Exempt,32674,vol-otro empleo,E3,2022-05-08,ADMINIST,2013-09-01,9,116.5,3495,masculino,OAXACA,30,solter,0,3
1061,POS1230,VS9-ABS,S5,Direct,32575,vol-otro empleo,DNO,2022-09-08,JT012324,2013-07-08,9,109.6333333,3289,masculino,DURANGO,28,casad,1,2
1062,POS2456,MFS,S5,Direct,32540,vol-transferencia entre planta,DNO,2022-12-08,ADMINIST,2019-01-17,3,43.43333333,1303,masculino,JUAREZ,26,solter,0,2
1063,POS1323,VS9-ABS,S5,Direct,32690,vol-otro empleo,DO,2022-09-08,JS011500,2019-07-25,3,37.03333333,1111,masculino,JUAREZ,23,solter,0,0
1064,POS1748,VS9-ABS,S5,Direct,32600,vol-transferencia entre planta,DNO,2022-09-08,JS011500,2020-01-16,2,31.2,936,femenino,CHIHUAHUA,23,u.libr,1,2
1065,POS1921,MFS,S5,Direct,32575,vol-transferencia entre planta,DO,2022-12-08,JF010600,2020-01-23,2,31.06666667,932,femenino,JUAREZ,20,solter,1,1
1066,POS538,VS7,S5,Direct,27000,vol-insatisfaccion personal,DO,2022-09-08,JF060600,2020-02-13,2,30.26666667,908,masculino,JUAREZ,23,solter,0,0
1067,POS347,LOG,S5,Direct,32575,imp.tra-ausentismos continuos,DNO,2022-09-08,JS011500,2021-08-19,1,11.83333333,355,masculino,CHIHUAHUA,29,casad,3,2
1068,POS1230,VS5,S5,Direct,32590,vol-otro empleo,DNO,2022-09-08,JT012324,2015-08-04,7,89.33333333,2680,masculino,JUAREZ,27,solter,0,2
1069,POS1230,VS4,S5,Direct,23575,vol-otro empleo,DNO,2022-08-30,JT012324,2020-10-09,2,23.96666667,719,femenino,QUERETARO,22,solter,0,2
1070,POS1230,VS7,S5,Direct,32250,vol-otro empleo,DNO,2022-02-08,JF050600,2016-01-27,6,79.3,2379,masculino,JUAREZ,26,solter,0,2
1071,POS2456,MFS,S5,Direct,32606,vol-otro empleo,DNO,2022-08-23,JF010600,2019-06-20,3,38.66666667,1160,femenino,JUAREZ,26,solter,1,2
1072,POS1921,MFS,S5,Direct,32543,vol-no regreso / no dio razon,DO,2022-08-18,JF010600,2020-12-03,2,29.63333333,889,femenino,CHIHUAHUA,29,solter,0,1
1073,POS1323,VS5,S5,Direct,32575,vol-transferencia entre planta,DO,2022-08-19,JF010600,2020-11-26,2,21.03333333,631,femenino,JUAREZ,23,solter,0,1
1074,POS1323,VS7,S5,Direct,32575,vol-estudios,DO,2022-08-16,JT012324,2020-11-26,2,20.93333333,628,masculino,JUAREZ,19,solter,0,0
1075,POS1921,MFS,S5,Direct,32575,vol-otro empleo,DO,2022-08-16,JF010600,2020-08-12,2,20.53333333,616,masculino,VERACRUZ,26,casad,2,0
1076,POS1559,MFS,S5,Direct,32594,vol-otro empleo,DNO,2022-08-23,JF010600,2013-07-15,9,110.8666667,3326,femenino,CORDOVA VER,29,casad,0,2
1077,POS2338,CTG,S6,Exempt,32150,vol-otro empleo,E3,2022-08-15,ADMINIST,2021-08-19,1,12.03333333,361,masculino,JUAREZ,29,solter,0,3
1078,POS1376,MFS,S5,Direct,32599,vol-no regreso / no dio razon,DNO,2022-01-08,JS011500,2014-08-27,8,96.53333333,2896,masculino,OAXACA,37,u.libr,3,2
1079,POS1323,VS9-ABS,S5,Direct,32590,vol-prob personales y/o fam,DO,2022-08-16,JT012324,2013-09-10,9,107.7666667,3233,femenino,JUAREZ,30,u.libr,1,1
1080,POS1921,MFS,S5,Direct,32599,vol-cambio de domicilio,DO,2022-08-16,JS011500,2013-10-30,9,107.0666667,3212,masculino,COAHUILA,33,casad,3,0
1081,POS706,LOG,S6,Exempt,32667,vol-otro empleo,E3,2022-08-16,ADMINIST,2014-07-05,8,100.7666667,3023,masculino,JUAREZ,30,casad,0,3
1082,POS2803,VS1,S5,Direct,32575,imp.tra-ausentismos continuos,DNO,2022-08-15,JT012324,2016-10-19,6,70.86666667,2126,masculino,SOTEAPAN,24,solter,0,2
1083,POS1323,VS5,S5,Direct,32599,vol-no regreso / no dio razon,DO,2022-08-24,JT012324,2018-02-15,4,55.03333333,1651,femenino,OAXACA DE JUAREZ,43,solter,2,1
1084,POS1230,VS4,S5,Direct,32695,vol-otro empleo,DNO,2022-02-08,JS011500,2005-05-25,17,209.2666667,6278,masculino,VERACRUZ,43,casad,2,2
1085,POS1323,VS5,S5,Direct,32575,vol-razones medicas,DO,2022-08-23,JT012324,2020-11-26,2,21.16666667,635,masculino,JUAREZ,20,solter,0,0
1086,POS1323,VS9-ABS,S5,Direct,32575,vol-insatisfaccion personal,DO,2022-08-23,JF010600,2020-10-12,2,20.7,621,femenino,JUAREZ,48,u.libr,3,1
1087,POS454,TEF,S5,Direct,32576,vol-transferencia entre planta,DNO,2022-08-26,JF010600,2021-10-14,1,10.53333333,316,masculino,JUAREZ,23,solter,0,2
1088,POS2939,VS7,S5,Direct,32573,vol-no regreso / no dio razon,DO,2022-08-22,JF010600,2022-07-28,0,0.8333333333,25,femenino,CHIHUAHUA,20,solter,0,1
1089,POS2939,VS9-ABS,S5,Direct,32695,vol-no regreso / no dio razon,DO,2022-08-25,JF010600,2022-04-08,0,0.7,21,masculino,MORELOS,24,casad,1,0
1090,POS2939,VS9-ABS,S5,Direct,32600,vol-no regreso / no dio razon,DO,2022-08-25,JF010600,2022-04-08,0,0.7,21,masculino,JUAREZ,19,solter,0,0
1091,POS2939,VS9-ABS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-08-22,JS011500,2022-04-08,0,0.6,18,femenino,IXHUATAN,41,solter,2,1
1092,POS1376,VS5,S5,Direct,32575,imp.tra-lft y/o reglamento,DNO,2022-08-22,JS011500,2009-11-08,13,158.6333333,4759,masculino,TORREON,42,u.libr,1,2
1093,POS1921,MFS,S5,Direct,32599,imp.tra-ausentismos continuos,DO,2022-08-23,JS011500,2012-11-09,10,121.1,3633,femenino,TORREON,41,divorciado,3,1
1094,POS2698,VS7,S5,Direct,32575,vol-prob personales y/o fam,DNO,2022-08-23,JS011500,2013-05-15,9,112.9,3387,femenino,CHIAPAS,37,casad,4,2
1095,POS1323,VS7,S5,Direct,32599,vol-prob personales y/o fam,DO,2022-08-23,JS011500,2013-05-22,9,112.6666667,3380,femenino,ETMAPACHE,28,solter,1,1
1096,POS347,LOG,S5,Direct,32575,vol-otro empleo,DNO,2022-08-30,JS011500,2013-08-28,9,109.6333333,3289,masculino,JIMENEZ,39,casad,0,2
1097,POS347,LOG,S5,Direct,32695,vol-otro empleo,DNO,2022-08-16,JF010600,2021-06-05,1,15.56666667,467,masculino,COAHUILA,32,casad,2,2
1098,POS1921,MFS,S5,Direct,32587,imp.tra-lft y/o reglamento,DO,2022-08-26,JF010600,2014-02-19,8,103.6666667,3110,femenino,JUAREZ,56,solter,2,1
1099,POS750,TEF,S5,Direct,32695,vol-otro empleo,DNO,2022-02-08,ADMINIST,2017-09-28,5,58.96666667,1769,masculino,CUAUHTEMOC,28,solter,0,2
1100,POS2939,VS9-ABS,S5,Direct,32450,vol-no regreso / no dio razon,DO,2022-08-31,JF010600,2022-04-08,0,0.9,27,masculino,CHIHUAHUA,24,u.libr,1,0
1101,POS2939,VS9-ABS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-08-30,JS011500,2022-11-08,0,0.6333333333,19,masculino,VERACRUZ,34,u.libr,3,0
1102,POS2939,VS9-ABS,S5,Direct,32590,vol-transferencia entre planta,DO,2022-08-30,JS011500,2022-11-08,0,0.6333333333,19,masculino,CHIHUAHUA,28,solter,0,0
1103,POS1323,VS9-ABS,S5,Direct,32575,vol-cambio de domicilio,DO,2022-08-30,JS011500,2017-12-21,5,57.1,1713,femenino,IXHUATAN,31,u.libr,1,1
1104,POS101,MFS,S6,Exempt,32699,vol-otro empleo,E3,2022-02-09,ADMINIST,2005-02-14,17,213.6333333,6409,masculino,ZACATECAS,44,casad,3,3
1105,POS1230,MFS,S5,Direct,32675,imp.tra-jubilacion,DNO,2022-02-09,JF010600,2006-01-18,16,202.3666667,6071,masculino,CHIHUAHUA,62,casad,4,2
1106,POS1323,VS7,S5,Direct,32584,vol-insatisfaccion personal,DO,2022-08-30,JF010600,2006-11-10,16,193.4,5802,femenino,JUAREZ,38,solter,3,1
1107,POS1230,VS4,S5,Direct,32599,vol-otro empleo,DNO,2022-08-16,JF010600,2010-10-20,12,143.9333333,4318,masculino,JUAREZ,30,u.libr,0,2
1108,POS1667,VS7,S6,Managers,32472,imp.pat-terminacion del contra,SL1,2022-02-09,ADMINIST,2015-02-12,7,82.2,2466,masculino,CIUDAD DE MEXICO,50,casad,2,3
1109,POS1323,VS1,S5,Direct,32590,vol-cambio de domicilio,DO,2022-08-30,JS011500,2016-05-10,6,71.83333333,2155,masculino,IXHUATAN,35,casad,2,0
1110,POS538,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2022-06-09,JT031800,2019-10-24,3,34.93333333,1048,femenino,SONORA,32,u.libr,2,1
1111,POS538,VS1,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-06-09,JF060600,2020-01-30,2,31.66666667,950,femenino,JUAREZ,25,u.libr,2,1
1112,POS1323,VS7,S5,Direct,32575,vol-estudios,DO,2022-06-09,JS011500,2020-05-03,2,30.5,915,masculino,JUAREZ,21,solter,0,0
1113,POS2338,CTG,S6,Exempt,32538,vol-otro empleo,E3,2022-05-09,ADMINIST,2020-02-07,2,26.5,795,femenino,JUAREZ,25,solter,0,3
1114,POS1380,MFS,S5,Direct,32575,vol-otro empleo,DO,2022-06-09,JF060600,2020-12-22,2,20.76666667,623,masculino,JUAREZ,36,u.libr,1,0
1115,POS1921,MFS,S5,Direct,32599,vol-prob personales y/o fam,DO,2022-06-09,JF010600,2021-05-01,1,20.3,609,femenino,JUAREZ,19,solter,0,1
1116,POS1380,MFS,S5,Direct,32575,vol-cambio de domicilio,DO,2022-06-09,JT031800,2021-01-14,1,20.0,600,femenino,OAXACA,45,u.libr,2,1
1117,POS2939,VS9-ABS,S5,Direct,32575,vol-cambio de domicilio,DO,2022-06-09,JS011500,2022-11-08,0,0.8666666667,26,femenino,CORDOVA,25,casad,0,1
1118,POS1323,VS5,S5,Direct,32599,vol-razones medicas,DO,2022-06-09,JF010600,2016-11-30,6,70.2,2106,femenino,JUAREZ,46,u.libr,3,1
1119,POS1559,MFS,S5,Direct,32600,vol-otro empleo,DNO,2022-06-09,JT021800,2017-06-29,5,63.16666667,1895,masculino,JUAREZ,23,solter,0,2
1120,POS1230,VS4,S5,Direct,32599,vol-transferencia entre planta,DNO,2022-09-09,JT012324,2008-05-02,14,177.6666667,5330,masculino,JUAREZ,39,casad,1,2
1121,POS1559,MFS,S5,Direct,32590,vol-otro empleo,DNO,2022-06-09,JF010600,2009-08-14,13,159.0333333,4771,masculino,JUAREZ,35,casad,3,2
1122,POS1323,VS7,S5,Direct,32599,imp.tra-ausentismos continuos,DO,2022-08-09,JF010600,2009-11-11,13,156.1333333,4684,femenino,ACAPULCO,49,divorciado,3,1
1123,POS723,LOG,S6,Exempt,32500,vol-transferencia entre planta,E4,2022-05-09,ADMINIST,2012-03-28,10,127.1,3813,masculino,JUAREZ,32,solter,1,3
1124,POS1230,VS4,S5,Direct,32575,vol-transferencia entre planta,DNO,2022-09-09,JT012324,2013-06-03,9,115.8,3474,masculino,COAHUILA,39,casad,3,2
1125,POS347,LOG,S5,Direct,32599,imp.tra-lft y/o reglamento,DNO,2022-08-09,JS011500,2014-09-24,8,96.86666667,2906,masculino,CIUDAD DE MEXICO,38,u.libr,2,2
1126,POS1921,MFS,S5,Direct,32599,vol-prob personales y/o fam,DO,2022-06-09,JF010600,2015-01-14,7,93.06666667,2792,femenino,JUAREZ,30,solter,0,1
1127,POS2003,VS5,S5,Direct,32599,vol-otro empleo,DO,2022-06-09,JF050600,2016-10-26,6,71.36666667,2141,femenino,JUAREZ,32,solter,2,1
1128,POS1921,MFS,S5,Direct,32575,vol-transferencia entre planta,DO,2022-09-16,JT012324,2020-09-01,2,32.7,981,femenino,JUAREZ,25,solter,0,1
1129,POS1111,VS7,S5,Direct,32230,vol-otro empleo,DNO,2022-09-13,JF010600,2020-01-13,2,32.46666667,974,femenino,JUAREZ,31,solter,0,2
1130,POS1230,VS4,S5,Direct,32599,vol-otro empleo,DNO,2022-09-13,JS011500,2020-11-19,2,22.1,663,masculino,CHIHUAHUA,25,solter,0,2
1131,POS538,VS9-ABS,S5,Direct,32599,vol-insatisfaccion personal,DO,2022-09-13,JT031800,2022-08-25,0,0.6333333333,19,femenino,CHIHUAHUA,29,casad,4,1
1132,POS538,VS9-ABS,S5,Direct,32590,vol-insatisfaccion personal,DO,2022-09-13,JT031800,2022-08-25,0,0.6333333333,19,femenino,JUAREZ,26,casad,2,1
1133,POS1323,VS1,S5,Direct,32500,vol-prob personales y/o fam,DO,2022-09-13,JF010600,2017-09-28,5,60.36666667,1811,femenino,JUAREZ,25,casad,1,1
1134,POS1230,VS5,S5,Direct,32598,vol-insatisfaccion personal,DNO,2022-09-13,JF010600,2008-06-30,14,172.9333333,5188,masculino,COAHUILA,35,solter,0,2
1135,POS1323,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2022-09-13,JT012324,2014-08-10,8,96.56666667,2897,femenino,JUAREZ,39,solter,3,1
1136,POS2858,QMM,S6,Exempt,32652,vol-otro empleo,E4,2022-09-14,ADMINIST,2021-09-12,1,9.3,279,femenino,JUAREZ,30,casad,1,3
1137,POS1230,VS7,S5,Direct,32573,vol-otro empleo,DNO,2022-09-13,JS011500,2015-09-09,7,85.36666667,2561,masculino,JUAREZ,26,solter,0,2
1138,POS251,HSE,S6,Exempt,32050,vol-otro empleo,E3,2022-09-20,ADMINIST,2015-06-04,7,90.8,2724,femenino,TAMPICO,41,casad,2,3
1139,POS1230,VS7,S5,Direct,32590,vol-transferencia entre planta,DNO,2022-09-23,JF050600,2018-09-08,4,50.2,1506,masculino,JUAREZ,24,solter,1,2
1140,POS2988,TEF,S5,Direct,32647,vol-transferencia entre planta,DNO,2022-09-23,JF010600,2018-08-30,4,49.5,1485,masculino,JUAREZ,25,solter,0,2
1141,POS1323,VS9-ABS,S5,Direct,32598,vol-transferencia entre planta,DO,2022-09-23,JT012324,2019-07-25,3,38.53333333,1156,femenino,DURANGO,45,u.libr,1,1
1142,POS750,TEF,S5,Direct,32550,vol-transferencia entre planta,DNO,2022-09-23,ADMINIST,2021-11-02,1,19.63333333,589,femenino,JUAREZ,23,solter,0,2
1143,POS2062,VS4,S6,Exempt,32350,vol-otro empleo,E3,2022-09-22,ADMINIST,2017-08-24,5,61.83333333,1855,masculino,DELICIAS,34,solter,0,3
1144,POS1559,MFS,S5,Direct,32720,vol-transferencia entre planta,DNO,2022-09-23,JF010600,2014-03-09,8,98.06666667,2942,masculino,JUAREZ,27,solter,0,2
1145,POS347,LOG,S5,Direct,32590,vol-no regreso / no dio razon,DNO,2022-09-19,JT012324,2018-12-04,4,54.03333333,1621,masculino,CHIHUAHUA,27,u.libr,2,2
1146,POS538,VS5,S5,Direct,32575,vol-otro empleo,DO,2022-09-20,JF060600,2019-10-17,3,35.63333333,1069,femenino,JUAREZ,24,solter,0,1
1147,POS1559,MFS,S5,Direct,32575,vol-otro empleo,DNO,2022-09-20,JS011500,2020-02-13,2,31.66666667,950,masculino,JUAREZ,25,u.libr,0,2
1148,POS1323,VS9-ABS,S5,Direct,32500,imp.tra-ausentismos continuos,DO,2022-09-20,JS011500,2020-12-29,2,21.0,630,femenino,DURANGO,44,solter,3,1
1149,POS1921,MFS,S5,Direct,32575,vol-prob personales y/o fam,DO,2022-09-20,JS011500,2021-04-02,1,19.76666667,593,femenino,IXHUATLAN DEL SURESTE,21,solter,0,1
1150,POS750,TEF,S5,Direct,32696,vol-estudios,DNO,2022-09-20,ADMINIST,2022-01-09,0,0.6333333333,19,femenino,JUAREZ,21,casad,1,2
1151,POS1323,VS5,S5,Direct,32590,vol-otro empleo,DO,2022-09-20,JT012324,2016-12-14,6,70.2,2106,masculino,PUEBLA,35,u.libr,1,0
1152,POS2803,VS7,S5,Direct,32280,vol-cambio de domicilio,DNO,2022-09-21,JT012324,2012-08-15,10,122.9666667,3689,masculino,JUAREZ,50,casad,2,2
1153,POS2803,VS1,S5,Direct,32170,vol-otro empleo,DNO,2022-09-20,JF010600,2012-12-09,10,122.0,3660,masculino,CIUDAD DE MEXICO,33,solter,0,2
1154,POS1323,VS9-ABS,S5,Direct,32599,vol-insatisfaccion personal,DO,2022-09-20,JS011500,2014-05-21,8,101.4666667,3044,femenino,VERACRUZ,44,casad,2,1
1155,POS1559,MFS,S5,Direct,32599,vol-otro empleo,DNO,2022-09-20,JF010600,2015-12-16,7,82.33333333,2470,masculino,VICENTE GUERRERO,25,solter,0,2
1156,POS1921,MFS,S5,Direct,32594,imp.tra-ausentismos continuos,DO,2022-09-20,JS011500,2016-06-01,6,81.63333333,2449,masculino,JALTIPAN,25,solter,0,0
1157,POS1323,VS1,S5,Direct,32599,vol-prob personales y/o fam,DO,2022-09-27,JS011500,2019-10-24,3,35.63333333,1069,femenino,JUAREZ,21,solter,0,1
1158,POS1323,VS1,S5,Direct,32540,vol-transferencia entre planta,DO,2022-09-30,JF010600,2020-12-15,2,21.8,654,femenino,JUAREZ,20,solter,0,1
1159,POS1323,VS4,S5,Direct,32599,vol-estudios,DO,2022-09-27,JS011500,2021-01-26,1,20.3,609,femenino,JUAREZ,21,solter,0,1
1160,POS1921,MFS,S5,Direct,32575,vol-cambio de domicilio,DO,2022-09-27,JF010600,2021-01-28,1,20.23333333,607,femenino,CIUDAD DE MEXICO,35,casad,1,1
1161,POS2939,VS7,S5,Direct,32575,vol-transferencia entre planta,DO,2022-09-30,JF010600,2022-07-21,0,2.366666667,71,femenino,JUAREZ,22,u.libr,0,1
1162,POS1661,MFS,S5,Direct,32590,vol-otro empleo,DO,2022-09-27,JS011500,2022-07-28,0,2.033333333,61,masculino,TIERRA BLANCA,29,solter,0,0
1163,POS2939,VS1,S5,Direct,32575,vol-no regreso / no dio razon,DO,2022-09-28,JT012324,2022-01-09,0,0.9,27,masculino,VERACRUZ,37,u.libr,1,0
1164,POS2939,VS9-ABS,S5,Direct,32583,vol-no regreso / no dio razon,DO,2022-09-28,JT012324,2022-08-09,0,0.6666666667,20,masculino,JUAREZ,47,casad,2,0
1165,POS347,LOG,S5,Direct,32575,imp.tra-ausentismos continuos,DNO,2022-09-27,JS011500,2022-08-09,0,0.6333333333,19,masculino,BALLEZA,39,u.libr,2,2
1166,POS1380,MFS,S5,Direct,32575,vol-prob personales y/o fam,DO,2022-09-27,JT031800,2022-09-14,0,0.4333333333,13,femenino,PUNTA DE AGUA,44,u.libr,0,1
1167,POS1380,MFS,S5,Direct,32575,vol-insatisfaccion personal,DO,2022-09-27,JT031800,2022-09-14,0,0.4333333333,13,masculino,MICHOACAN,47,solter,2,0
1168,POS1921,MFS,S5,Direct,32575,vol-transferencia entre planta,DO,2022-09-27,JS011500,2017-01-18,5,69.26666667,2078,femenino,JUAREZ,26,solter,0,1
1169,POS1323,VS1,S5,Direct,32674,vol-cambio de domicilio,DO,2022-09-27,JT012324,2017-08-24,5,62.0,1860,femenino,FRANCISCO I MADERO,36,u.libr,3,1
1170,POS1323,VS7,S5,Direct,32575,vol-prob personales y/o fam,DO,2022-09-27,JF010600,2017-07-09,5,61.53333333,1846,femenino,CIUDAD DE MEXICO,27,casad,0,1
1171,POS2003,VS7,S5,Direct,32590,vol-otro empleo,DO,2022-09-27,JF010600,2016-01-13,6,81.63333333,2449,masculino,JUAREZ,30,solter,0,0
1172,POS750,TEF,S5,Direct,32546,vol-otro empleo,DNO,2022-09-27,ADMINIST,2016-10-08,6,74.63333333,2239,femenino,EL FUERTE,34,casad,0,2
1173,POS1380,MFS,S5,Direct,32587,vol-otro empleo,DO,2022-04-10,JT031800,2017-12-28,5,58.03333333,1741,femenino,CHIHUAHUA,23,solter,0,1
1174,POS1230,VS7,S5,Direct,32695,vol-transferencia entre planta,DNO,2022-07-10,JF010600,2016-11-30,6,71.23333333,2137,masculino,JUAREZ,34,casad,2,2
1175,POS2915,TEF,S5,Direct,32230,vol-razones medicas,DNO,2022-04-10,JT012324,1995-09-25,27,329.0333333,9871,masculino,JUAREZ,47,u.libr,2,2
1176,POS538,VS1,S5,Direct,32594,imp.tra-ausentismos continuos,DO,2022-04-10,JF060600,2017-07-20,5,63.4,1902,femenino,JUAREZ,23,solter,0,1
1177,POS1520,TEF,S6,Exempt,32598,vol-otro empleo,E3,2022-06-10,ADMINIST,2013-07-15,9,112.3333333,3370,femenino,JUAREZ,33,solter,0,3
1178,POS2821,VS4,S6,Exempt,32422,imp.pat-pensionado imss,E4,2022-07-10,ADMINIST,2013-08-19,9,111.2,3336,masculino,RAMOS ARIZPE,53,casad,3,3
1179,POS2003,VS7,S5,Direct,32550,vol-otro empleo,DO,2022-04-10,JF010600,2013-11-11,9,108.3,3249,masculino,JUAREZ,28,solter,0,0
1180,POS347,LOG,S5,Direct,32599,vol-otro empleo,DNO,2022-04-10,JS011500,2014-12-11,8,96.1,2883,masculino,PUEBLA,26,u.libr,0,2
1181,POS1323,VS9-ABS,S5,Direct,32594,vol-insatisfaccion personal,DO,2022-04-10,JT012324,2016-01-27,6,81.4,2442,masculino,JUAREZ,30,solter,0,0
1182,POS907,VS5,S6,Exempt,32403,vol-transferencia entre planta,E4,2022-07-10,ADMINIST,2016-04-20,6,78.7,2361,femenino,JUAREZ,28,solter,0,3
1183,POS347,LOG,S5,Direct,32584,vol-insatisfaccion personal,DNO,2022-11-10,JT021800,2018-02-15,4,56.63333333,1699,masculino,JUAREZ,33,casad,2,2
1184,POS1921,MFS,S5,Direct,32575,vol-cambio de domicilio,DO,2022-11-10,JS011500,2020-01-16,2,33.3,999,femenino,DURANGO,36,casad,2,1
1185,POS1323,VS7,S5,Direct,32600,vol-transferencia entre planta,DO,2022-10-14,JT012324,2020-02-13,2,32.46666667,974,masculino,JUAREZ,22,solter,0,0
1186,POS1380,MFS,S5,Direct,32599,imp.tra-ausentismos continuos,DO,2022-11-10,JF060600,2020-08-12,2,22.4,672,femenino,JUAREZ,22,solter,0,1
1187,POS1230,VS4,S5,Direct,32576,vol-otro empleo,DNO,2022-11-10,JF010600,2020-12-15,2,22.16666667,665,masculino,OAXACA,24,solter,0,2
1188,POS1323,VS1,S5,Direct,32599,vol-razones medicas,DO,2022-11-10,JT012324,2020-12-29,2,21.7,651,femenino,JUAREZ,27,solter,0,1
1189,POS1921,MFS,S5,Direct,32599,vol-no regreso / no dio razon,DO,2022-11-10,JS011500,2021-01-21,1,20.93333333,628,masculino,TUXTEPEC,31,solter,0,0
1190,POS514,LOG,S6,Exempt,32350,vol-transferencia entre planta,E3,2022-12-10,ADMINIST,2022-04-08,0,2.3,69,femenino,JUAREZ,28,solter,0,3
1191,POS2939,VS9-ABS,S5,Direct,32590,vol-no regreso / no dio razon,DO,2022-12-10,JT012324,2022-09-22,0,0.6666666667,20,femenino,DURANGO,29,solter,2,1
1192,POS347,LOG,S5,Direct,32599,vol-prob personales y/o fam,DNO,2022-11-10,JF010600,2017-12-04,5,66.93333333,2008,femenino,JUAREZ,26,solter,1,2
1193,POS1559,MFS,S5,Direct,32600,vol-transferencia entre planta,DNO,2022-10-21,JT012324,2019-02-21,3,44.6,1338,masculino,TORREON,47,u.libr,1,2
1194,POS1921,MFS,S5,Direct,32575,vol-prob personales y/o fam,DO,2022-10-19,JF010600,2020-12-17,2,22.36666667,671,femenino,DURANGO,29,solter,0,1
1195,POS1323,VS4,S5,Direct,32575,vol-transferencia entre planta,DO,2022-10-21,JF010600,2021-01-26,1,21.1,633,femenino,VERACRUZ,36,u.libr,3,1
1196,POS581,LOG,S6,Exempt,32540,imp.tra-bajo desempeno,E3,2022-10-21,JF010600,2021-07-22,1,15.2,456,masculino,CHIHUAHUA,46,casad,2,3
1197,POS538,VS7,S5,Direct,32599,vol-prob personales y/o fam,DO,2022-10-19,JT031800,2022-11-08,0,2.3,69,femenino,JUAREZ,30,u.libr,2,1
1198,POS2939,VS7,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-10-19,JS011500,2022-08-18,0,2.066666667,62,masculino,DURANGO,30,u.libr,3,0
1199,POS538,VS9-ABS,S5,Direct,32690,vol-no regreso / no dio razon,DO,2022-10-19,JT031800,2022-08-25,0,1.833333333,55,femenino,JUAREZ,27,casad,3,1
1200,POS538,VS5,S5,Direct,32575,vol-no regreso / no dio razon,DO,2022-10-19,JT031800,2022-08-25,0,1.833333333,55,femenino,CHIHUAHUA,33,divorciado,2,1
1201,POS1380,MFS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2022-10-19,JT031800,2022-08-09,0,1.366666667,41,masculino,POZA RICA DE HIDALGO,41,casad,3,0
1202,POS538,VS9-ABS,S5,Direct,32576,vol-no regreso / no dio razon,DO,2022-10-17,JF060600,2022-08-09,0,1.3,39,femenino,SAN JUAN BAUTISTA TUXTEPE,34,casad,4,1
1203,POS1380,MFS,S5,Direct,32599,vol-no regreso / no dio razon,DO,2022-10-19,JT031800,2022-09-14,0,1.166666667,35,masculino,TORREON,30,u.libr,2,0
